test for writing sensor data,,,,,,,,,,,,,,,,,,,,,,
Time, omega_x, omega_y, omega_z,cam1_x, cam1_y, cam1_z, cam2_x, cam2_y, cam2_z,g_x, g_y, g_z,true_omega_x, true_omega_y, true_omega_z,true_attitude_x, true_attitude_y, true_attitude_z,bias_err_proposed, attitude_err_proposed,bias_err_mahony, attitude_err_mahony
0.00000048,0.001846,0.101846,-0.198154,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0278388,0.999547,-0.0114211,0.001846,-0.000406,0.001054,1.619,1.183,91.161,0.223918,1.31326,0.223918,1.31326
0.0584933,0.001877,0.101877,-0.198123,-0.346358,0.115709,0.930939,-0.163013,0.148027,0.975456,-0.0207565,0.999377,-0.0285274,0.001877,0.000984,0.001154,1.622,1.183,91.163,0.215332,1.16811,0.217267,1.21088
0.116429,-0.000721,0.099279,-0.200721,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.0202732,0.999599,-0.0197638,-0.000721,-0.000198,-0.000655,1.623,1.182,91.163,0.211945,1.02516,0.221508,1.11036
0.177558,0.002859,0.102859,-0.197141,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0205981,0.999467,-0.0253121,0.002859,-0.000483,0.000328,1.621,1.184,91.163,0.209316,0.884719,0.230363,1.01027
0.238757,-0.001339,0.098661,-0.201339,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.0226139,0.999596,-0.0172151,-0.001339,0.000675,-0.00156,1.622,1.184,91.163,0.212062,0.754886,0.249469,0.912971
0.296545,0.00145,0.10145,-0.19855,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.0234732,0.99955,-0.0186765,0.00145,-0.000824,0.000223,1.621,1.185,91.163,0.213411,0.645823,0.264733,0.826125
0.355996,-0.002114,0.097886,-0.202114,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0162563,0.99961,-0.0226975,-0.002114,0.000135,-0.001534,1.619,1.186,91.162,0.217823,0.547637,0.28581,0.741484
0.413718,-0.001006,0.098994,-0.201006,-0.346358,0.115709,0.930939,-0.163013,0.148027,0.975456,-0.0205844,0.99967,-0.0153874,-0.001006,-0.000325,-0.002027,1.623,1.188,91.161,0.218912,0.469349,0.300955,0.667667
0.471483,0.001662,0.101662,-0.198338,-0.346358,0.115709,0.930939,-0.163018,0.148342,0.975407,-0.0201377,0.999422,-0.0273954,0.001662,-0.001,0.001189,1.623,1.187,91.162,0.22144,0.396665,0.315306,0.592836
0.529162,-0.000936,0.099064,-0.200936,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0174661,0.999549,-0.0244116,-0.000936,0.001285,-0.001589,1.62,1.188,91.162,0.224215,0.336343,0.331958,0.525047
0.589024,0.002566,0.102566,-0.197434,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0254471,0.999488,-0.0194174,0.002566,-0.003224,0.001377,1.617,1.188,91.162,0.224145,0.282968,0.339945,0.45902
0.65058,-0.001477,0.098523,-0.201477,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0190954,0.9997,-0.0153172,-0.001477,0.002222,-0.001742,1.62,1.188,91.161,0.228556,0.239681,0.357857,0.397609
0.712321,-0.000297,0.099703,-0.200297,-0.347067,0.116394,0.930589,-0.163013,0.148027,0.975456,-0.0176004,0.999434,-0.0286518,-0.000297,-0.001585,0.002195,1.62,1.189,91.159,0.230794,0.206174,0.36558,0.342663
0.775874,0.001381,0.101381,-0.198619,-0.34664,0.115994,0.930799,-0.163013,0.148027,0.975456,-0.0259965,0.99959,-0.0120297,0.001381,-0.000052,0.000241,1.622,1.19,91.158,0.228321,0.178922,0.371261,0.291741
0.83702,-0.001202,0.098798,-0.201202,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0166762,0.999445,-0.0288508,-0.001202,-0.000208,0.000659,1.625,1.188,91.16,0.231824,0.154927,0.380165,0.243753
0.898308,0.003208,0.103208,-0.196792,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0253926,0.99959,-0.0132572,0.003208,-0.001717,0.000379,1.621,1.189,91.158,0.226024,0.141295,0.377499,0.207176
0.97293,-0.000725,0.099275,-0.200725,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.0141263,0.999486,-0.0287644,-0.000725,0.000525,0.000492,1.625,1.188,91.157,0.230779,0.127403,0.386811,0.166516
1.03078,-0.000875,0.099125,-0.200875,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0243245,0.999645,-0.01089,-0.000875,0.002001,-0.001244,1.625,1.189,91.158,0.229391,0.121977,0.388161,0.14642
1.08906,0.002677,0.102677,-0.197323,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.0243317,0.99954,-0.0180954,0.002677,-0.00007,0.002175,1.623,1.188,91.158,0.22658,0.118951,0.383564,0.133519
1.1492,-0.00313,0.09687,-0.20313,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.0175824,0.99964,-0.0202402,-0.00313,0.000295,-0.000376,1.621,1.189,91.157,0.230344,0.118908,0.388473,0.130488
1.2067,0.000154,0.100154,-0.199846,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0294028,0.999493,-0.0122088,0.000154,-0.002106,0.000293,1.622,1.188,91.158,0.225045,0.118856,0.380565,0.132821
1.26441,0.001122,0.101122,-0.198878,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0175091,0.99945,-0.0281579,0.001122,-0.001448,0.001625,1.623,1.188,91.157,0.223865,0.11889,0.377166,0.139059
1.32251,-0.001101,0.098899,-0.201101,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0208653,0.999692,-0.0133988,-0.001101,0.000234,-0.002254,1.62,1.188,91.157,0.222415,0.121852,0.375512,0.152551
1.38016,-0.000279,0.099721,-0.200279,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0245248,0.999486,-0.0206417,-0.000279,-0.00067,0.000664,1.621,1.188,91.158,0.22208,0.123127,0.370573,0.164675
