test for writing sensor data,,,,,,,,,,,,,,,,,,,,,,
Time, omega_x, omega_y, omega_z,cam1_x, cam1_y, cam1_z, cam2_x, cam2_y, cam2_z,g_x, g_y, g_z,true_omega_x, true_omega_y, true_omega_z,true_attitude_x, true_attitude_y, true_attitude_z,bias_err_proposed, attitude_err_proposed,bias_err_mahony, attitude_err_mahony
0.000000224,0.002153,0.102153,-0.197847,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0237363,0.999584,-0.0163699,0.002153,-0.000644,0.000221,1.613,1.182,91.148,1.00001,1.31577,1.00001,1.31577
0.0599626,-0.001758,0.098242,-0.201758,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0164478,0.999533,-0.0257443,-0.001758,0.001578,-0.000516,1.612,1.181,91.149,1.01747,1.13817,1.03058,1.17363
0.117754,0.000315,0.100315,-0.199685,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0257153,0.999529,-0.0167354,0.000315,0.001649,-0.001215,1.615,1.18,91.149,1.02971,0.968849,1.0553,1.05009
0.175934,0.001412,0.101412,-0.198588,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0213721,0.99948,-0.0241331,0.001412,-0.002003,0.00266,1.614,1.18,91.149,1.03772,0.808969,1.07464,0.9384
0.237353,-0.000412,0.099588,-0.200412,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.0248087,0.999596,-0.0138847,-0.000412,-0.000932,-0.00291,1.617,1.181,91.15,1.04279,0.664205,1.0904,0.8388
0.296708,0.002288,0.102288,-0.197712,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0232845,0.999488,-0.021951,0.002288,-0.001104,0.001415,1.621,1.181,91.15,1.04387,0.550645,1.09951,0.757879
0.354369,-0.000501,0.099499,-0.200501,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0178282,0.999406,-0.0295088,-0.000501,0.000961,-0.001237,1.622,1.182,91.15,1.04282,0.469266,1.1047,0.694639
0.412379,0.002201,0.102201,-0.197799,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.026785,0.999601,-0.00896229,0.002201,0.002009,0.000983,1.622,1.181,91.151,1.03894,0.413594,1.10493,0.643928
0.46999,0.00147,0.10147,-0.19853,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0158689,0.999538,-0.0259022,0.00147,-0.000462,0.001473,1.62,1.18,91.152,1.03287,0.384196,1.10083,0.60773
0.528037,-0.003186,0.096814,-0.203186,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0215423,0.99952,-0.0222569,-0.003186,0.001673,-0.001133,1.622,1.18,91.152,1.02603,0.370443,1.09522,0.582631
0.587701,0.002414,0.102414,-0.197586,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.020252,0.999506,-0.0240364,0.002414,-0.001103,0.000244,1.623,1.179,91.151,1.01552,0.36719,1.08216,0.565447
0.645099,-0.001494,0.098506,-0.201494,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0161905,0.999403,-0.0305364,-0.001494,0.001354,-0.000987,1.622,1.179,91.151,1.00589,0.374174,1.07057,0.558252
0.708601,0.002182,0.102182,-0.197818,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0245449,0.999619,-0.0126289,0.002182,-0.001769,0.00114,1.623,1.179,91.151,0.992352,0.38426,1.05147,0.55571
0.779558,0.001609,0.101609,-0.198391,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0227728,0.999552,-0.0194028,0.001609,-0.001411,0.000902,1.624,1.179,91.151,0.977037,0.395652,1.02946,0.556911
0.843044,0.001885,0.101885,-0.198115,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.022242,0.999666,-0.0131616,0.001885,0.0004,0.001637,1.623,1.179,91.15,0.962584,0.40639,1.00793,0.56037
0.900018,0.001287,0.101287,-0.198713,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0217977,0.999316,-0.0298822,0.001287,0.000257,0.00124,1.623,1.179,91.151,0.948789,0.414689,0.986537,0.564649
0.957546,-0.002147,0.097853,-0.202147,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.013589,0.999662,-0.0221716,-0.002147,0.001694,-0.001347,1.624,1.179,91.149,0.935141,0.416907,0.965474,0.565045
