test for writing sensor data,,,,,,,,,,,,,,,,,,,,,,
Time, omega_x, omega_y, omega_z,cam1_x, cam1_y, cam1_z, cam2_x, cam2_y, cam2_z,g_x, g_y, g_z,true_omega_x, true_omega_y, true_omega_z,true_attitude_x, true_attitude_y, true_attitude_z,bias_err_proposed, attitude_err_proposed,bias_err_mahony, attitude_err_mahony
0.000000224,1.00094,-0.999055,-0.999055,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0216466,0.99952,-0.0221571,0.000945,-0.000766,0.000855,1.617,1.186,91.167,1.35871,1.31229,1.35871,1.31229
0.0598778,1.00043,-0.999574,-0.999574,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0179438,0.999655,-0.0191673,0.000426,0.000152,0.000583,1.622,1.185,91.169,1.65366,0.989578,1.89933,1.0378
0.123703,1.00025,-0.99975,-0.99975,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0210503,0.999582,-0.0198241,0.00025,0.000687,-0.000526,1.62,1.186,91.167,1.89102,0.648617,2.38781,0.727538
0.181651,1.00051,-0.999492,-0.999492,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0216273,0.999651,-0.0152003,0.000508,0.002168,-0.001034,1.624,1.187,91.167,2.0278,0.387393,2.69106,0.458933
0.24285,0.998954,-1.00105,-1.00105,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0181268,0.999638,-0.0198678,-0.001046,0.000953,0.000627,1.626,1.186,91.167,2.09707,0.215164,2.84952,0.234312
0.302496,1.00039,-0.999607,-0.999607,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0225327,0.999596,-0.0173329,0.000393,-0.000112,-0.000859,1.625,1.186,91.168,2.09682,0.224137,2.85122,0.225028
0.366385,0.999749,-1.00025,-1.00025,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.0201182,0.999576,-0.0210373,-0.000251,0.001152,-0.000428,1.624,1.186,91.168,2.04743,0.318915,2.72043,0.382082
0.426373,1.00069,-0.99931,-0.99931,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0225734,0.999561,-0.0192027,0.00069,-0.000219,-0.000183,1.627,1.186,91.167,1.9585,0.396487,2.49414,0.52211
0.48416,0.999456,-1.00054,-1.00054,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0204118,0.999466,-0.0255148,-0.000544,0.001774,0.001274,1.628,1.188,91.166,1.85486,0.448585,2.21672,0.625521
0.542009,0.999337,-1.00066,-1.00066,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0186356,0.999705,-0.0155806,-0.000663,0.000581,0.00099,1.627,1.188,91.166,1.73191,0.484962,1.8948,0.700334
0.606928,0.998376,-1.00162,-1.00162,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0222697,0.999481,-0.0232912,-0.001624,0.000555,-0.000472,1.627,1.186,91.166,1.58787,0.508332,1.51047,0.749425
0.664789,0.999151,-1.00085,-1.00085,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0194079,0.999607,-0.020225,-0.000849,0.000156,-0.000929,1.626,1.187,91.165,1.4576,0.511732,1.16322,0.760965
0.737134,0.998774,-1.00123,-1.00123,-0.346755,0.116125,0.930739,-0.163018,0.148342,0.975407,-0.0208361,0.999623,-0.0178741,-0.001226,-0.000538,0.000272,1.624,1.186,91.165,1.3058,0.504829,0.752842,0.745517
0.795144,0.999141,-1.00086,-1.00086,-0.34688,0.11604,0.930704,-0.163013,0.148027,0.975456,-0.0183941,0.999618,-0.0206423,-0.000859,0.00071,0.000302,1.624,1.186,91.164,1.19517,0.488378,0.464533,0.70973
0.852934,0.998708,-1.00129,-1.00129,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.021142,0.999496,-0.0236954,-0.001292,-0.000668,0.000011,1.627,1.186,91.164,1.09636,0.465786,0.267779,0.658821
0.913981,1.00019,-0.999815,-0.999815,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0216583,0.999552,-0.0206367,0.000185,-0.000202,0.000746,1.628,1.185,91.165,1.00625,0.440022,0.289301,0.59542
0.977392,1.00004,-0.999964,-0.999964,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0197235,0.999564,-0.0219718,0.000036,-0.000003,0.001675,1.627,1.184,91.164,0.930771,0.411358,0.451171,0.522973
1.0357,0.999872,-1.00013,-1.00013,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0212905,0.999527,-0.0222117,-0.000128,-0.001263,0.001746,1.628,1.184,91.164,0.873342,0.383427,0.594843,0.453276
1.09368,1.00116,-0.998839,-0.998839,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0196733,0.999648,-0.0178289,0.001161,0.000447,0.000271,1.632,1.183,91.166,0.825176,0.357036,0.704384,0.38586
1.1559,0.999478,-1.00052,-1.00052,-0.347051,0.115982,0.930647,-0.163013,0.148027,0.975456,-0.0173006,0.999649,-0.0200646,-0.000522,-0.000343,0.000909,1.631,1.183,91.166,0.787594,0.33115,0.782766,0.319544
1.21999,0.998561,-1.00144,-1.00144,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0217612,0.999585,-0.0189006,-0.001439,0.000066,-0.000429,1.631,1.183,91.164,0.7546,0.308353,0.823081,0.263404
1.27739,0.999228,-1.00077,-1.00077,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0229401,0.999578,-0.0178423,-0.000772,0.00037,0.001318,1.632,1.185,91.163,0.730673,0.28906,0.829921,0.224976
1.33546,1.0001,-0.9999,-0.9999,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0223296,0.999532,-0.0209022,0.0001,-0.000188,-0.000183,1.631,1.188,91.162,0.705828,0.272366,0.815152,0.200195
1.39203,1.00065,-0.999349,-0.999349,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0189897,0.999613,-0.0203169,0.000651,-0.000021,-0.000144,1.629,1.19,91.162,0.685158,0.259576,0.78163,0.187232
1.45464,1.00014,-0.999857,-0.999857,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.020654,0.999571,-0.0207562,0.000143,-0.000324,0.000803,1.634,1.191,91.163,0.665872,0.246656,0.727975,0.184973
1.51221,0.997745,-1.00225,-1.00225,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0196968,0.999538,-0.0231667,-0.002255,0.00035,-0.000095,1.638,1.19,91.163,0.649291,0.238135,0.667682,0.186466
1.58479,0.999875,-1.00013,-1.00013,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0206768,0.999614,-0.0185378,-0.000125,0.000162,0.00173,1.635,1.189,91.162,0.626103,0.231469,0.593646,0.187883
1.64261,1.00006,-0.999936,-0.999936,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0230372,0.999469,-0.0230372,0.000064,0.000811,0.000695,1.634,1.19,91.163,0.60759,0.225947,0.533566,0.191584
1.71168,0.999753,-1.00025,-1.00025,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.0211429,0.99954,-0.0217558,-0.000247,0.001113,-0.000353,1.636,1.191,91.164,0.586302,0.218983,0.467443,0.196
1.77073,0.998588,-1.00141,-1.00141,-0.34688,0.11604,0.930704,-0.163013,0.148027,0.975456,-0.0191068,0.999685,-0.0162459,-0.001412,0.001277,-0.000413,1.636,1.191,91.163,0.569877,0.214688,0.417559,0.196998
1.84389,1.00028,-0.999716,-0.999716,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.022142,0.999555,-0.0199993,0.000284,0.001158,-0.000145,1.632,1.191,91.163,0.547604,0.210404,0.366397,0.195323
1.90539,1.00008,-0.999917,-0.999917,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0189048,0.999602,-0.0209485,0.000083,-0.000926,0.000145,1.632,1.189,91.162,0.530724,0.206218,0.329019,0.191942
1.97031,1.00067,-0.999326,-0.999326,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0214801,0.999538,-0.0214801,0.000674,0.001187,0.000941,1.631,1.187,91.161,0.513779,0.202289,0.294761,0.187148
2.03527,1.0007,-0.999297,-0.999297,-0.346755,0.116354,0.930711,-0.163013,0.148027,0.975456,-0.0199408,0.999594,-0.0203498,0.000703,0.001173,0.000443,1.633,1.186,91.161,0.496381,0.197194,0.265649,0.182991
2.09563,1.00115,-0.998853,-0.998853,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0203285,0.999568,-0.0212478,0.001147,-0.000427,-0.000434,1.632,1.188,91.164,0.479803,0.191476,0.240365,0.178305
2.15422,1.00094,-0.999062,-0.999062,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0206891,0.999499,-0.0239505,0.000938,-0.000339,-0.000178,1.632,1.19,91.164,0.466184,0.187073,0.218498,0.171
2.21552,1.00029,-0.999706,-0.999706,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0218832,0.99957,-0.0195312,0.000294,0.000714,-0.000971,1.631,1.189,91.166,0.451925,0.182432,0.201426,0.16028
2.27801,0.99998,-1.00002,-1.00002,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0216304,0.999588,-0.0188755,-0.00002,0.001451,-0.000856,1.625,1.189,91.167,0.438241,0.17865,0.189088,0.145692
2.35225,1.00005,-0.999946,-0.999946,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0222269,0.999601,-0.0174349,0.000054,-0.001519,-0.000752,1.628,1.19,91.166,0.421425,0.173354,0.179347,0.127718
2.40975,0.999201,-1.0008,-1.0008,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0194344,0.999544,-0.0231168,-0.000799,-0.000138,-0.000603,1.628,1.191,91.166,0.410362,0.16884,0.183424,0.111571
2.47392,1.00033,-0.999665,-0.999665,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0224846,0.999544,-0.020134,0.000335,0.000057,-0.000701,1.624,1.19,91.166,0.395913,0.165132,0.189716,0.0912497
2.53989,1.00107,-0.998935,-0.998935,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.021136,0.999622,-0.0175623,0.001065,-0.001561,0.001332,1.624,1.19,91.165,0.38327,0.160946,0.200209,0.0713337
2.60414,0.999197,-1.0008,-1.0008,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0198702,0.999625,-0.0188512,-0.000803,0.000841,0.0004,1.629,1.191,91.165,0.372276,0.155986,0.213799,0.0559398
2.67039,0.998753,-1.00125,-1.00125,-0.34703,0.116171,0.930631,-0.163013,0.148027,0.975456,-0.0203274,0.999515,-0.0235961,-0.001247,0.000396,-0.000024,1.629,1.19,91.164,0.359919,0.152209,0.223105,0.0450194
2.72831,1.00068,-0.999315,-0.999315,-0.346755,0.116125,0.930739,-0.163013,0.148027,0.975456,-0.0201131,0.999633,-0.0181733,0.000685,-0.000318,0.000249,1.629,1.188,91.166,0.347124,0.14775,0.225508,0.0427465
2.78608,0.999826,-1.00017,-1.00017,-0.347606,0.115718,0.930473,-0.163013,0.148027,0.975456,-0.0214417,0.999553,-0.0208262,-0.000174,0.000454,0.000231,1.631,1.19,91.167,0.338094,0.143342,0.228232,0.0463343
