test for writing sensor data
Time, omega_x, omega_y, omega_z,cam1_x, cam1_y, cam1_z, cam2_x, cam2_y, cam2_z,g_x, g_y, g_z,true_omega_x, true_omega_y, true_omega_z,true_attitude_x, true_attitude_y, true_attitude_z,bias_err, attitude_err
2.9041,0.0866961,0.607738,0.0377793,-1.29965,0.520717,4.97854,-0.408465,0.847321,5.12268,-0.149,9.832,-0.469,-0.027131,-0.035603,0.031491,-92.406,-11.394,17.99,5.41311,4.44971
2.93077,-0.518316,0.100102,-0.0510835,-1.29965,0.520717,4.97854,-0.408465,0.847321,5.12268,-0.079,9.793,-0.351,-0.032137,-0.038222,0.033787,-92.373,-11.463,17.937,6.44629,4.54828
2.9861,-0.051121,0.033056,-0.00638606,-1.29965,0.520717,4.97854,-0.410576,0.848104,5.12672,-0.158,9.782,-0.481,-0.017065,-0.033806,0.029491,-92.297,-11.621,17.828,3.50806,4.84854
3.01549,-0.0490762,0.0327554,-0.00715228,-1.29965,0.520717,4.97854,-0.410576,0.848104,5.12672,-0.084,9.777,-0.429,-0.036407,-0.039405,0.034846,-92.259,-11.698,17.769,1.74179,4.92196
3.06972,-0.0368966,0.00947956,-0.00380122,-1.29965,0.520717,4.97854,-0.408465,0.847321,5.12268,-0.116,9.778,-0.394,-0.024787,-0.036717,0.032275,-92.185,-11.849,17.66,3.54013,4.90477
3.10217,-0.0333774,0.00705707,-0.00313834,-1.29965,0.520717,4.97854,-0.410576,0.848104,5.12672,-0.091,9.768,-0.39,-0.0309,-0.038752,0.033943,-92.141,-11.939,17.595,4.06395,4.93043
3.15751,-0.0658363,0.0171672,-0.015909,-1.29965,0.520717,4.97854,-0.408465,0.847321,5.12268,-0.11,9.78,-0.442,-0.019068,-0.034817,0.031522,-92.065,-12.09,17.487,2.29314,5.09694
3.18625,-0.062692,0.0185238,-0.0137402,-1.29965,0.520717,4.97854,-0.408465,0.847321,5.12268,-0.065,9.793,-0.399,-0.033582,-0.038779,0.033199,-92.023,-12.174,17.424,1.42221,5.17163
3.24097,0.0559691,13.5571,-10.6118,-1.29965,0.520717,4.97854,-0.408465,0.847321,5.12268,-0.059,9.755,-0.385,-0.03383,-0.037644,0.033367,-91.95,-12.318,17.318,21.85,4.69407
3.27142,-0.438363,0.16858,-0.120695,-1.29965,0.520717,4.97854,-0.410576,0.848104,5.12672,-0.109,9.783,-0.417,-0.037619,-0.039685,0.034734,-91.906,-12.406,17.253,8.28046,4.60357
3.327,-0.077059,0.0222486,13.4998,-1.29965,0.520717,4.97854,-0.421621,0.879009,5.31294,-0.086,9.787,-0.447,-0.019886,-0.034721,0.031223,-91.827,-12.565,17.139,10.5284,5.03546
3.38368,8.33245,0.206892,16.7707,-1.29965,0.520717,4.97854,-0.408465,0.847321,5.12268,-0.134,9.795,-0.489,-0.015639,-0.034141,0.029613,-91.75,-12.715,17.03,26.2056,4.34793
3.4124,0.0240424,0.0706709,2.19293,-1.29965,0.520717,4.97854,-0.410576,0.848104,5.12672,-0.064,9.73,-0.39,-0.02497,-0.037983,0.031734,-91.708,-12.798,16.966,13.3084,3.78911
3.46672,0.0953455,2.2502,-0.395265,-1.29965,0.520717,4.97854,-0.410576,0.848104,5.12672,-0.15,9.833,-0.516,-0.019991,-0.033537,0.032052,-91.627,-12.954,16.853,11.4332,3.55935
3.52967,-0.0706737,0.0222486,-0.0158686,-1.29965,0.520717,4.97854,-0.410576,0.848104,5.12672,-0.129,9.793,-0.424,-0.0398,-0.039993,0.034121,-91.545,-13.112,16.733,5.5613,3.88181
3.56391,-0.0652926,0.0228912,-0.0142122,-1.29965,0.520717,4.97854,-0.410576,0.848104,5.12672,-0.062,9.778,-0.425,-0.038783,-0.041135,0.034047,-91.497,-13.209,16.661,4.5553,3.69303
